"corpus","preloaded/trends_en"
"subcorpus","-"
"concordance size","10000"
"query","Query:alemma,[word=""black""][word=""leather""];Random sample:10000"
"Reference","Left","KWIC","Right"
"2014-01-08","pink trainers. </s><s> She could not help but wear out another Chanel bag from her mounting collection - this one in the form of a","black leather","rucksack so as to be out of the way for her run. </s><s> Miley kept a close eye on her dog, whilst listening to music through her"
"2014-01-18","in New York City on Friday (January 17). </s><s> The ""Dawson''s Creek"" star wore a dark wool coat, blue jeans, and knee-high","black leather","boots as she carried her coffee through the streets. </s><s> Earlier this month, the 35-year-old actress and her little"
"2014-01-24",", and he has shrunk hemlines on jeans and skirts, creating a thoroughly modern line we want to wear now. </s><s> We love these","black leather","pumps with red sequin lips, £520. </s><s> After the success of its women''s shirts last year, the menswear label E. </s><s> Tautz has"
"2014-02-03","picture is black, aged in his late 20s, of medium build and around 5ft 8in tall, with a tidy black beard. </s><s> He was wearing a","black leather","jacket, a blue V-neck jumper with buttons at the top, cream chinos, and brown leather shoes. </s><s> If you recognise the man or"
"2014-02-27","along with recommendations for BYOB. </s><s> Please note that 1 bottle will be served per guest, per course. </s><s> Sara Gilbert wears","black leather","pants for romantic date night with fiancée Linda Perry </s><s> She''s usually more conservatively dressed when hosting The"
"2014-04-16",", cashmere-stitched steering wheel while the seats have been wrapped around in a unique two-tone cashmere and","black leather","upholstery with the Mustang 50 Year logo on the seatbacks. </s><s> Dress codes: Where should schools set limits? </s><s> EVANSTON,"
"2014-06-15","sauntered through the airport. </s><s> Baby Aaradhya was at ease in her mommy''s arm and Abhishek Bachchan strutted in a","black leather","jacket and a pair of denims. </s><s> The celebrity couple seemed all rejuvenated after the vacation. </s><s> Cricket was my father''s"
"2014-06-19","shirts, stylish gaudy metallic fanny packs, big bold sunglasses. </s><s> It was refreshing. </s><s> I was cloaked in a sheer black top,","black leather","motor boots, skinny jeans, and a cream white cardigan. </s><s> My demeanor resembled a lost fawn from Bambi with no hope of ever"
"2014-07-09","Mercedes, but said the model she test drove ""felt like I was in a Honda."" </s><s> Yaymadjian ultimately settled on a black A3 with","black leather","seats, taking delivery in April for about $38,000. </s><s> ""I wanted a nice car but something that won''t put you under,"" she said"
"2014-07-09","wore a black collared leather Chanel shirt with white trim and eye-catching buttons and a pair of zippered skinny","black leather","Chanel pants. </s><s> Johnson sat front row at the swanky event, nodding to the designer with a pair of oversized black Chanel"
"2014-08-08","<s> As always Kylie made sure to accessorize and wore a pair of black boots, 50s cat-eye shaped shades and she carried a small","black leather","purse. </s><s> She was joined once again by Sofia, who is Nicole Richie''s younger sister and appears on the offbeat VH1 reality"
"2014-08-15","back with tiny spaghetti straps that crossed over her toned olive back. </s><s> The star accessorised the dress with a pair of","black leather","sandals, an oversized white with gold chains handbag, white sunglasses and, of course, her hair was covered with her"
"2014-08-21","<s> It comes in black leather or blue velvet and they go up to here [gestures to the mid-calf] and they lace all the way up with a","black leather","lace and then there''s a peep-toe. </s><s> And then I love these, slip-ons, they''re such a trend right now and we wanted to do"
"2014-09-05",". </s><s> It''s made of stainless steel and comes with a leather band from Horween Leathers in Chicago. </s><s> Available now is a","black leather","or limited edition gray leather band. </s><s> Later this fall there will be two metal band options, for $299.99. </s><s> You will also be"
"2014-09-05","following online retailers: </s><s> For the time being, this means you can pick up the smartwatch in either a black frame with","black leather","or silver frame with gray leather either direct from Motorola''s site, the Google Play Store, or online at BestBuy.com. </s>"
"2014-09-19","casually for their flight from Los Angeles. </s><s> Demi looked stylish as usual in a pair of khaki trousers, a grey T-shirt,","black leather","jacket and matching ballet pumps. </s><s> The 51-year-old also carried a dove grey handbag and a black coat to keep warm, and"
"2014-09-28","her family are residing during her stay in France - in a pair of strappy black heels. </s><s> The 33-year-old socialite draped a","black leather","jacket over her shoulders as she took on the evening breeze and pulled her dark hair back into a sleek bun. </s><s> Like usual, the"
"2014-10-03","sleeves, featuring exposed silver zippers on the elbows that were undone for maximum effect. </s><s> She carried a large","black leather","designer handbag that pulled her look together perfectly. </s><s> The 27-year-old''s make-up was nicely applied, with a"
"2014-11-06","alloy wheels, while the Up, priced at 695 GBP more, is adding the 15-inch black rims, panoramic glass roof, lane keep,","black leather","upholstery, heated seats and so on. </s><s> Prices for the Edition 1 stat from 13,225 GBP for the 71 HP ForTwo and from 13,720 GBP"
"2014-11-07","enjoying a shopping trip in Beverly Hills, California on Thursday. </s><s> The veteran actress showed off her edgy style in a","black leather","jacket and a pair of grey skinny jeans for the retail therapy outing. </s><s> Sharon opted for a casual look wearing a black"
"2015-01-28","luxurious materials and a sturdy frame. </s><s> The headphones are offered in three styles: black leather with black metal,","black leather","with gunmetal-colored metal, and brown leather with silver metal. </s><s> The lambskin circumaural (over-the-ear) earpads"
"2015-02-18","goods that are often hard to find in Canada. </s><s> Sabrina Troiano still remembers the first purse she bought: a supple","black leather","bag from the Coach store at the Fashion Outlets of Niagara Falls, N.Y. It was 2009 and the bag cost $120, marked down from"
"2015-02-25","of her Channel Seven news bulletin. </s><s> Showing off her slender figure, the 45-year-old mother-of-two stunned in a sleek","black leather","skirt and blouse ensemble that showed off her recent 10 kilo weight loss. </s><s> Melissa''s slinky Hugo Boss blouse with"
"2015-03-22","jumper, grey trousers and black boots. </s><s> She wrapped a grey and white scarf around her neck and accessorised with a large,","black leather","handbag and celebrity must-have sunglasses with plastic tortoiseshell rims. </s><s> The Oscar nominee tied her flame red"
"2015-03-22","Center in the Big Apple. </s><s> January showed off her cleavage as she donned a low-cut V-neck top over a red midi dress and","black leather","heels. </s><s> She added to the look with a black jacket featuring a sequined detailing on it. </s><s> Her signature platinum blonde"
"2015-04-22","strode onto the CinemaCon stage Tuesday in full original Terminator attire, complete with wrap-around sunglasses,","black leather","jacket and attitude. </s><s> The former California governor, 67, promised ""big, big box office"" for the restart of the"
"2015-05-01","in enormous gray sweatpants and a tight athletic burgundy zip-up layered under a navy hoodie and topped with a menacing","black leather","coat. </s><s> The look was so intensely haphazard and awkwardly proportioned that it struck a chord in me that hadn''t been"
"2015-05-04","delivered to humankind. </s><s> That day, I went to a clothing store on Bank Street and bought a long yellow leather coat and a","black leather","belt. </s><s> I was ready to greet the coming winter. </s><s> Because of the ""new"" Vietnam, I did not receive letters directly from my"
"2015-05-06","meets because sometimes there are gems parked offside the actual event too. </s><s> See? </s><s> It''s a 230TE four-speed manual with","black leather","interior and in contrast to the vacant cinema in the background it''s in a very nice shape! </s><s> But what do you do if your Merc is"
"2015-05-14",", you''re wondering who I am, just look at the spinning Alcatraz panorama shots on your camera card. </s><s> I''m the blond in the","black leather","jacket doing the Birdman of Alcatraz Salute with my middle fingers every time you spun past my bench. </s><s> Modi to address NDA"
